Chrom	Start	End	Cytoband	EC_T1_vs_EC_O1	EC_T2_vs_EC_O2	EC_T3_vs_EC_O3	EC_T4_vs_EC_O4
8	84600000	86900000	8q21.2	0	0.001	-0.001	0.023
4	164500000	170100000	4q32.3	-0.585	-0.042	-0.04	0.122
9	72200000	74000000	9q21.12	0.126	-0.046	0.019	-0.037
1	142600000	147000000	1q21.1	0.084	0.0411428571428572	0.02	0
17	57600000	58300000	17q23.1	0.097	0.025	0.116	-0.003
17	31800000	38100000	17q12	0.097	0.0599999999999999	0.116	-0.0436500000000001
12	5400000	10100000	12p13.31	-0.580612612612613	-0.046	-0.0419999999999999	0.0329999999999999
1	160500000	165500000	1q23.3	0.069	-0.027	0.011	0
4	107700000	114100000	4q25	-0.585000000000001	-0.01	-0.04	0.084
6	105500000	114600000	6q21	-0.042	0.00800000000000001	-0.004	0.141655737704918
3	167600000	170900000	3q26.2	0.082	0.172037037037037	0.005	0.0651111111111111
6	83900000	84900000	6q14.2	-0.012	0.008	-0.004	0.143
8	112100000	117700000	8q23.3	0	0.001	-0.001	0.023
13	23300000	25500000	13q12.12	-0.218	-0.026	-0.051	0.103529411764706
5	66700000	68400000	5q13.1	0.196	0.014	-0.025	0.246
22	23500000	25900000	22q11.23	-0.612411764705883	-0.038	-0.06	-0.123
18	25000000	32700000	18q12.1	-0.04	-0.044	0.0674615384615384	0.0853846153846154
1	214500000	224100000	1q41	-0.0819999999999999	-0.027	0.011	0
12	125900000	129300000	12q24.32	-0.341	0.035	0.025	-0.076
2	215300000	221500000	2q35	-0.398954545454546	0.00785227272727273	-0.018	0.053
5	6300000	9800000	5p15.31	0.196	-0.016	-0.025	-0.029
18	73100000	78077248	18q23	-0.108	-0.044	-0.075	0.01475
11	75200000	77100000	11q13.5	0.319473684210526	-0.02	0.021	-0.096
21	24000000	26800000	21q21.2	-0.11	-0.03	0.058	0.025
19	48000000	51400000	19q13.33	-0.593027932960893	0.153	0.311949720670392	-0.158837988826815
15	76600000	78300000	15q24.3	-0.461	0.05	0.035	-0.029
8	2200000	6200000	8p23.2	-0.946	0.013	-0.001	0.023
16	87100000	88700000	16q24.2	-0.298	0.08	0.04	-0.082
7	25500000	28000000	7p15.2	-0.052	0.079	0.002	-0.014
8	70500000	73900000	8q13.3	0	0.001	-0.001	0.023
9	122500000	125800000	9q33.2	0.382	0.022	0.023	-0.0819999999999999
12	112300000	114300000	12q24.13	-0.196	0.035	0.025	-0.004
4	171900000	176300000	4q34.1	-0.585	-0.042	-0.04	0.109625
8	28800000	36500000	8p12	-0.869214285714286	0.013	-0.001	0.023
12	0	3300000	12p13.33	-0.217	-0.0347058823529412	-0.042	0.033
12	118100000	120700000	12q24.23	-0.341	0.035	0.025	-0.004
7	2800000	4500000	7p22.2	0.484	0.079	0.002	-0.014
3	179000000	182700000	3q26.33	0.082	-0.016	0.005	0.064
21	10900000	13200000	21p11.1	-0.035	0.560833333333333	-0.182	0.251
8	36500000	38300000	8p11.23	0.2626	0.013	-0.001	0.023
3	32100000	36500000	3p22.3	0.007	-0.078	-0.004	-0.074
18	37200000	43500000	18q12.3	0.0591538461538461	-0.044	-0.096	0.00653846153846154
12	92600000	96200000	12q22	-0.625	0.035	0.2266	0.033
19	0	6900000	19p13.3	-0.603161572052399	0.152999999999999	0.229606986899562	-0.161000000000001
6	2300000	4200000	6p25.2	0.046	0.00800000000000001	0.149	-0.082
10	77700000	82000000	10q22.3	0.339304347826087	-0.007	0.056	-0.068
20	55000000	56500000	20q13.31	0.551	0	0.002	-0.122666666666667
11	43500000	48800000	11p11.2	0.0899999999999999	0.0608717948717949	-0.0226794871794872	-0.0960000000000001
5	81400000	82800000	5q14.2	0.091	0.014	-0.025	-0.001
13	32200000	34000000	13q13.1	-0.505	-0.026	-0.033	0.235636363636364
13	98200000	99300000	13q32.2	-0.459	-0.02	-0.033	-0.01
13	104800000	107000000	13q33.2	-0.459	-0.02	-0.033	-0.01
5	63200000	66700000	5q12.3	0.196	0.014	-0.025	0.12
11	77100000	85600000	11q14.1	-0.11	0.0973714285714287	0.021	-0.096
20	41700000	42100000	20q13.11	0.816	0	0.002	-0.121
5	176600000	180915260	5q35.3	0.511809523809523	0.001	-0.025	-0.001
1	211500000	214500000	1q32.3	-0.082	-0.027	0.011	0
5	9800000	15000000	5p15.2	0.196	-0.016	-0.025	-0.029
4	35800000	41200000	4p14	-0.585000000000001	0.113763157894737	-0.04	0.084
19	51400000	53600000	19q13.41	-0.815024691358026	0.153	0.127	-0.116
14	96300000	101400000	14q32.2	0.426473684210527	0.045	0	-0.01
19	20000000	24400000	19p12	-0.696999999999999	0.153	0.141	-0.128
9	86900000	90400000	9q21.33	0.126	-0.046	0.019	0.116133333333333
3	50600000	52300000	3p21.2	0.439882352941177	0.0272352941176471	-0.046	-0.074
21	26800000	31500000	21q21.3	-0.11	-0.03	0.058	0.025
12	3300000	5400000	12p13.32	-0.439625	-0.046	-0.042	0.033
5	115200000	121400000	5q23.1	0.112	0.001	-0.025	-0.001
12	26500000	27800000	12p11.23	-0.696	-0.046	-0.042	0.033
16	0	7900000	16p13.3	-0.247964912280703	0.209236842105262	0.0932105263157897	-0.21313157894737
7	147900000	152600000	7q36.1	0.17825	-0.009	-0.072	-0.115
1	198700000	207200000	1q32.1	0.0558064516129032	-0.027	0.011	0
2	93300000	96800000	2q11.1	0.00629411764705883	0.023	0.01	-0.03
7	127100000	129200000	7q32.1	0.041	-0.007	-0.006	0.012
6	30400000	32100000	6p21.33	0.143171428571429	0.00800000000000001	0.149	-0.082
17	38100000	38400000	17q21.1	0.097	0.06	0.116	-0.097
2	149900000	150500000	2q23.2	-0.485	-0.022	0.01	0.053
9	108200000	111300000	9q31.2	0.126	-0.039	0.023	0.043
1	116100000	117800000	1p13.1	0.084	0.039	0.02	0
2	203300000	204900000	2q33.2	-0.485	-0.011	0.01	0.053
3	39400000	43700000	3p22.1	0.289333333333333	-0.0203611111111111	-0.004	-0.074
13	73300000	75400000	13q22.1	-0.459	-0.02	-0.033	0.127
9	99300000	102600000	9q22.33	0.126	-0.0276111111111111	0.119444444444444	0.043
16	38600000	47000000	16q11.2	-0.463	0.009	-0.02	-0.138
3	129200000	133700000	3q22.1	0.082	-0.042	-0.053921052631579	0.067
6	139000000	142800000	6q24.1	-0.042	0.008	0.001	0.066
3	23900000	26400000	3p24.2	0.007	-0.042	-0.004	-0.074
22	29600000	32200000	22q12.2	-0.578516666666667	-0.038	0.116616666666667	-0.123
2	27900000	30000000	2p23.2	-0.041	0.023	0.01	-0.014
5	113100000	115200000	5q22.3	0.112	0.001	-0.025	-0.001
2	41800000	47800000	2p21	-0.041	0.023	0.01	0.167
17	40900000	44900000	17q21.31	0.0970000000000001	0.0608543689320387	0.116	-0.0810000000000002
13	19500000	23300000	13q12.11	-0.218	-0.026	-0.051	0.171730769230769
11	26100000	27200000	11p14.2	0.09	-0.061	-0.044	-0.005
12	103800000	109000000	12q23.3	-0.625	0.035	0.025	0.0118571428571429
7	20900000	25500000	7p15.3	-0.052	0.079	0.002	-0.014
19	53600000	56300000	19q13.42	-0.766904306220095	0.152999999999999	0.0896267942583732	-0.116
4	146800000	148500000	4q31.22	-0.585	-0.01	-0.04	0.119
13	35500000	40100000	13q13.3	-0.584076923076923	-0.026	-0.033	0.116
12	38200000	46400000	12q12	-0.418	0.014	-0.042	0.033
13	55300000	59600000	13q21.1	-0.459	-0.02	-0.033	0.127
9	68700000	72200000	9q21.11	0.126	-0.046	0.019	-0.037
2	204900000	209000000	2q33.3	-0.485	-0.011	-0.014	0.053
9	28000000	33200000	9p21.1	-0.095	-0.046	-0.02	-0.037
8	39700000	43100000	8p11.21	0.158	0.013	-0.001	0.023
6	36600000	40500000	6p21.2	0.379	0.00800000000000001	-0.004	-0.082
7	28800000	35000000	7p14.3	-0.052	-0.0786666666666666	0.002	0.0290185185185185
19	26500000	28600000	19q11	-0.697	0.153	0.141	-0.128
10	42300000	46100000	10q11.21	0.162	-0.029	-0.055	-0.025
10	6600000	12200000	10p14	0.162	-0.029	-0.055	0.053
19	43400000	45200000	19q13.31	-0.797854545454546	0.153	0.167	-0.147
20	34400000	37600000	20q11.23	0.67869387755102	0	0.002	-0.0143877551020408
10	87900000	89500000	10q23.2	0.196	-0.007	0.056	-0.068
10	123100000	127500000	10q26.13	0.359	-0.009	-0.072	-0.041
22	17900000	22200000	22q11.21	-0.526000000000001	0.128339805825243	-0.0599999999999999	-0.123
3	133700000	135700000	3q22.2	0.082	-0.042	-0.089	0.067
5	23300000	24600000	5p14.2	0.196	-0.016	-0.025	-0.029
14	70200000	73800000	14q24.2	0.386	0.045	0.074	-0.01
20	46400000	49800000	20q13.13	0.585714285714285	0	0.002	-0.0722857142857143
19	16300000	20000000	19p13.11	-0.660424778761062	0.153	0.141	-0.12887610619469
3	111300000	113500000	3q13.2	0.082	-0.044	-0.046	0.067
12	75700000	80300000	12q21.2	-0.625	0.035	-0.051	0.033
7	77500000	86400000	7q21.11	0.077	0.055	0.072	-0.004
18	8500000	10900000	18p11.22	-0.249153846153846	-0.0423076923076923	-0.081	0.115
11	12700000	16200000	11p15.2	0.063	-0.061	-0.044	-0.129
15	30300000	31200000	15q13.2	-0.387	0.01	-0.051	-0.047
11	112500000	114500000	11q23.2	0.023	-0.05	0.021	-0.052
20	21300000	22300000	20p11.22	0.016	0	0.002	-0.06
3	0	2800000	3p26.3	0.21	-0.06	-0.004	0.0813333333333333
1	167200000	170900000	1q24.2	0.069	-0.027	0.011	0
2	19200000	24000000	2p24.1	-0.041	0.023	0.01	-0.014
22	44200000	48400000	22q13.31	-0.105137254901961	0.0899999999999999	0.043	-0.153
4	98800000	101100000	4q23	-0.585	-0.01	-0.04	0.084
1	159100000	160500000	1q23.2	0.069	-0.027	0.011	0
10	29600000	31300000	10p11.23	0.162	-0.029	-0.055	0.053
1	170900000	172900000	1q24.3	0.069	-0.027	0.011	0
6	33500000	36600000	6p21.31	0.379	0.00800000000000001	-0.004	-0.0819999999999999
6	27000000	30400000	6p22.1	0.046	0.00800000000000001	0.149	-0.0819999999999999
12	101600000	103800000	12q23.2	-0.625	0.035	0.025	0.033
11	16200000	21700000	11p15.1	0.153411764705882	-0.061	-0.044	0.0453333333333334
8	6200000	12700000	8p23.1	-0.945999999999999	0.013	-0.001	0.023
6	15200000	25200000	6p22.3	0.046	0.00800000000000001	0.149	-0.082
14	36600000	37800000	14q13.3	0.036	0.045	0.074	0.058
9	4600000	9000000	9p24.1	-0.095	-0.046	-0.02	0.024
14	64800000	67900000	14q23.3	0.386	0.045	0.074	-0.01
6	4200000	7100000	6p25.1	0.046	0.008	0.149	-0.082
2	225200000	226100000	2q36.2	-0.311	0.01	-0.018	0.053
12	49100000	51500000	12q13.12	-0.418	0.014	0.0670000000000001	0.033
18	43500000	48200000	18q21.1	-0.059829268292683	-0.044	0.0735121951219512	-0.005
16	10500000	12600000	16p13.13	-0.464347826086957	0.077	0.173347826086957	-0.148
6	25200000	27000000	6p22.2	0.046	0.00800000000000001	0.149	-0.0819999999999999
1	12700000	16200000	1p36.21	0.36	0.039	0.022	-0.073
3	79800000	83500000	3p12.2	0.082	-0.044	-0.046	0.025
8	93300000	99000000	8q22.1	0	0.001	-0.001	0.023
9	84100000	86900000	9q21.32	0.126	-0.046	0.019	-0.03
11	88300000	92800000	11q14.3	-0.11	-0.05	0.021	-0.096
10	101900000	103000000	10q24.31	0.3	-0.009	0.056	-0.0564074074074074
5	68400000	73300000	5q13.2	0.102931818181818	0.014	-0.025	0.223977272727273
16	16800000	21200000	16p12.3	-0.335	0.077	0.059	-0.00791428571428571
9	33200000	36300000	9p13.3	0.294835443037975	-0.0459999999999999	0.0506329113924051	-0.037
10	46100000	49900000	10q11.22	0.162	-0.029	-0.055	-0.025
6	70000000	75900000	6q13	-0.012	0.00800000000000001	-0.004	0.1446
4	48200000	50400000	4p11	-0.585	-0.01	-0.04	0.084
9	135900000	137400000	9q34.2	0.564058823529412	0.022	0.029	-0.149
5	144500000	149800000	5q32	0.497259259259259	0.001	-0.025	-0.001
2	107500000	110200000	2q12.3	0.007	-0.022	0.01	-0.03
12	63100000	65100000	12q14.2	-0.683	0.035	0.924416666666667	0.033
11	114500000	121200000	11q23.3	0.200081395348837	-0.0499999999999999	0.021	-0.052
17	25800000	31800000	17q11.2	0.097	0.0599999999999999	0.116	-0.0510000000000001
1	9200000	12700000	1p36.22	0.36	0.039	0.022	-0.073
1	0	2300000	1p36.33	0.439222222222222	0.039	0.022	-0.0730000000000001
8	61600000	62200000	8q12.2	0	0.013	-0.001	0.023
9	134000000	135900000	9q34.13	0.422	0.022	0.029	-0.149
15	67500000	72700000	15q23	-0.527	0.05	-0.0161363636363636	0.0313636363636364
4	114100000	120800000	4q26	-0.585	-0.01	-0.04	0.084
15	49500000	52900000	15q21.2	-0.704999999999999	0.01	0.057	0.271114285714286
2	7100000	12200000	2p25.1	-0.041	0.023	0.01	-0.014
9	125800000	130300000	9q33.3	0.382	0.022	0.023	-0.0610869565217391
5	109600000	111500000	5q22.1	0.091	0.001	-0.025	-0.001
17	67100000	70900000	17q24.3	0.097	0.104	0.116	-0.0266
18	61600000	66800000	18q22.1	-0.108	-0.044	-0.075	0.012
4	148500000	151100000	4q31.23	-0.585	-0.01	-0.04	0.119
7	152600000	155100000	7q36.2	0.174	-0.009	-0.072	-0.115
9	79200000	81100000	9q21.2	0.126	-0.046	0.019	0.198333333333333
2	24000000	27900000	2p23.3	-0.041	0.023	0.01	-0.014
17	74800000	75300000	17q25.2	0.177	0.104	0.116	-0.176
7	16500000	20900000	7p21.1	-0.052	0.079	0.002	-0.014
2	159800000	163700000	2q24.2	-0.485	-0.022	0.01	0.053
1	32400000	34600000	1p35.1	0.161	0.039	0.071	-0.073
2	118800000	122400000	2q14.2	0.164714285714286	-0.022	0.01	0.053
7	54000000	58000000	7p11.2	0.077	0.055	0.072	-0.004
12	51500000	54900000	12q13.13	-0.417999999999999	0.0948446601941748	0.0670000000000001	0.0329999999999999
1	180300000	185800000	1q25.3	-0.0461951219512195	-0.027	0.011	0
3	121900000	123800000	3q21.1	0.082	-0.042	-0.046	0.067
2	129900000	132500000	2q21.1	-0.485	-0.022	0.01	0.053
3	186000000	187900000	3q27.3	0.082	-0.016	0.005	0.064
3	87900000	91000000	3p11.1	0.082	-0.044	-0.046	0.025
10	92900000	94100000	10q23.32	0.196	-0.007	0.056	0.1822
15	52900000	59100000	15q21.3	-0.705	0.0225	0.057	0.265125
18	56200000	59000000	18q21.32	-0.108	-0.044	-0.075	-0.005
4	66600000	70500000	4q13.2	-0.585	-0.01	-0.04	0.084
13	27800000	28900000	13q12.2	-0.498888888888889	-0.026	-0.051	0.13
14	24600000	33300000	14q12	0.324344262295083	0.0863770491803278	0.0739999999999999	0.0579999999999999
2	38600000	41800000	2p22.1	-0.041	0.023	0.01	0.167
8	86900000	93300000	8q21.3	0	0.001	-0.001	0.023
3	58600000	63700000	3p14.2	0.082	-0.044	-0.046	0.025
14	55500000	58100000	14q22.3	0.036	0.045	0.074	0.058
7	92800000	98000000	7q21.3	0.129261904761905	0.015	0.072	0.0527142857142857
18	32700000	37200000	18q12.2	0.157590909090909	-0.044	-0.096	0.045
8	117700000	119200000	8q24.11	0	0.001	-0.001	0.023
18	0	2900000	18p11.32	-0.029	-0.033	0.082	0.115
7	7300000	13800000	7p21.3	-0.052	0.079	0.002	-0.014
13	34000000	35500000	13q13.2	-0.505	-0.026	-0.033	0.116
22	14700000	17900000	22q11.1	-0.526	0.042	-0.06	-0.123
2	61300000	64100000	2p15	-0.041	0.023	0.01	0.167
19	56300000	59128983	19q13.43	-0.631250000000001	0.124020833333333	0.02	-0.116
11	61700000	63400000	11q12.3	0.162460317460317	0.0830000000000001	0.385825396825397	-0.0960000000000001
11	21700000	26100000	11p14.3	0.09	-0.061	-0.044	-0.005
14	33300000	35300000	14q13.1	0.036	0.045	0.074	0.058
16	66700000	70800000	16q22.1	-0.339814159292035	0.0873008849557523	0.171132743362832	-0.0930442477876107
2	102700000	106000000	2q12.1	0.007	-0.047	0.01	-0.03
7	61700000	67000000	7q11.21	0.077	0.055	0.072	-0.004
15	43600000	44800000	15q15.3	-0.569730769230769	0.01	0.091	0.082
18	10900000	15400000	18p11.21	-0.04	-0.044	-0.018	0.115
10	119100000	121700000	10q26.11	0.359	-0.009	-0.072	-0.041
15	67300000	67500000	15q22.33	-0.527	0.05	-0.04	0.054
6	75900000	83900000	6q14.1	-0.012	0.00800000000000001	-0.004	0.1464
2	197400000	203300000	2q33.1	-0.485	-0.011	0.01	0.053
8	80100000	84600000	8q21.13	0	0.001	-0.001	0.023
8	48100000	52200000	8q11.21	0.158	0.013	-0.001	0.023
17	38400000	40900000	17q21.2	0.097	0.0599999999999999	0.116	-0.0815925925925927
9	90400000	91800000	9q22.1	0.126	-0.046	0.019	0.004
6	161000000	164500000	6q26	-0.042	0.008	-0.164	-0.008
5	73300000	76900000	5q13.3	0.091	0.014	-0.025	0.189
2	142200000	144100000	2q22.2	-0.485	-0.022	0.01	0.053
16	47000000	52600000	16q12.1	-0.463	0.009	-0.02	0.00425
17	6500000	10700000	17p13.1	-0.650230215827337	0.0599999999999999	0.106410071942446	-0.090935251798561
17	62600000	64200000	17q24.1	0.097	0.104	0.116	-0.003
4	155600000	161800000	4q32.1	-0.585	-0.042	-0.04	0.122
15	85200000	89100000	15q25.3	-0.461	-0.048	0.035	-0.087
17	24000000	25800000	17q11.1	-0.604	0.06	0.116	-0.051
10	22600000	24600000	10p12.2	0.162	-0.029	-0.055	0.053
4	187100000	191154276	4q35.2	-0.585	0.0945217391304348	-0.04	0.0436521739130434
12	30700000	33300000	12p11.21	-0.510666666666667	0.146333333333333	-0.042	0.033
7	4500000	7300000	7p22.1	0.452232558139535	0.0790000000000001	0.002	-0.014
5	82800000	92300000	5q14.3	0.091	0.014	-0.025	-0.001
13	110300000	115169878	13q34	-0.0624146341463415	0.064390243902439	-0.033	-0.01
6	99500000	100600000	6q16.2	-0.042	0.008	-0.004	0.143
2	235600000	237300000	2q37.2	0.089	0.01	-0.042	0.053
1	193800000	198700000	1q31.3	-0.103	-0.027	0.011	0
2	68600000	71500000	2p13.3	-0.041	0.023	0.01	-0.03
17	75300000	81195210	17q25.3	0.177	0.144704	0.116	-0.176
1	61300000	68900000	1p31.3	0.161	0.039	0.02	0.15325
5	98200000	102800000	5q21.1	0.091	0.001	-0.025	-0.001
4	11300000	15200000	4p15.33	-0.585	-0.009	-0.04	0.084
3	43700000	44100000	3p21.33	0.375	0.005	-0.004	-0.074
2	180600000	183000000	2q31.3	-0.485	-0.011	0.01	0.053
11	65900000	68400000	11q13.2	0.362583333333333	0.0830000000000001	0.021	-0.0960000000000001
9	0	2200000	9p24.3	-0.095	-0.046	-0.02	0.024
16	14800000	16800000	16p13.11	-0.335	0.077	0.059	0.019
3	83500000	87200000	3p12.1	0.082	-0.044	-0.046	0.025
16	52600000	56700000	16q12.2	-0.463	-0.00943243243243244	-0.02	-0.0838108108108109
2	96800000	102700000	2q11.2	0.00700000000000001	0.037258064516129	0.01	-0.03
18	2900000	7100000	18p11.31	-0.029	-0.033	-0.06144	0.115
1	234700000	236600000	1q42.3	-0.003	0.285315789473684	0.011	0.01
10	130600000	135534747	10q26.3	0.617769230769231	-0.009	-0.131769230769231	-0.041
13	47300000	50900000	13q14.2	-0.5185	0.006375	-0.033	0.127
6	142800000	145600000	6q24.2	-0.042	0.008	0.001	0.066
21	37800000	39700000	21q22.13	0.0561428571428571	-0.03	0.058	-0.0339285714285714
14	103200000	104000000	14q32.32	0.462181818181818	0.045	0	-0.01
3	155000000	157000000	3q25.31	0.082	0.19575	0.005	0.067
8	23300000	27400000	8p21.2	-0.946	0.013	-0.001	0.023
16	28100000	34600000	16p11.2	-0.420333333333334	0.0577092198581561	0.2092695035461	-0.138
3	100000000	100900000	3q12.2	0.082	-0.044	-0.046	0.067
14	91900000	94700000	14q32.12	0.226	0.045	0	-0.01
3	175700000	179000000	3q26.32	0.082	-0.016	0.005	0.064
7	143100000	147900000	7q35	0.0910000000000001	-0.009	-0.072	-0.115
6	32100000	33500000	6p21.32	0.204661016949152	0.00800000000000001	0.244457627118644	-0.0819999999999999
12	114300000	116800000	12q24.21	-0.196	0.035	0.025	-0.004
2	150500000	154900000	2q23.3	-0.485	-0.022	0.01	0.053
9	25600000	28000000	9p21.2	-0.095	-0.046	-0.02	-0.037
10	105800000	111900000	10q25.1	0.3	-0.009	0.056	0.0094375
13	65700000	68600000	13q21.32	-0.459	-0.02	-0.033	0.127
3	125800000	129200000	3q21.3	0.0819999999999999	-0.042	-0.046	0.067
8	110500000	112100000	8q23.2	0	0.001	-0.001	0.023
15	25700000	28100000	15q12	-0.387	0.01	-0.051	-0.047
7	138200000	143100000	7q34	0.068514705882353	-0.00805882352941177	0.00807352941176467	-0.0164705882352941
7	88200000	91100000	7q21.13	0.077	0.055	0.072	-0.004
1	236600000	243700000	1q43	-0.003	-0.071	0.011	0.01
15	78300000	81700000	15q25.1	-0.461	-0.0257272727272727	0.035	0.194454545454546
16	84200000	87100000	16q24.1	-0.298	0.08	0.04	-0.082
8	136400000	139900000	8q24.23	0.574	-0.042	-0.001	-0.226
13	99300000	101700000	13q32.3	-0.459	-0.02	-0.033	-0.01
8	99000000	101600000	8q22.2	0	0.001	-0.001	0.023
4	139500000	141500000	4q31.1	-0.585	-0.01	-0.04	0.0915
20	9200000	12100000	20p12.2	0.016	0	0.002	-0.06
13	90000000	95000000	13q31.3	-0.459	-0.02	-0.033	0.127
13	59600000	62300000	13q21.2	-0.459	-0.02	-0.033	0.127
15	81700000	85200000	15q25.2	-0.461	-0.048	0.035	-0.0870000000000001
14	101400000	103200000	14q32.31	0.448	0.0449999999999999	0	-0.01
17	10700000	16000000	17p12	-0.91	0.06	0.084	-0.051
7	13800000	16500000	7p21.2	-0.052	0.079	0.002	-0.014
10	0	3000000	10p15.3	0.414	-0.029	-0.055	0.053
1	155000000	156500000	1q22	0.069	0.00354545454545455	0.011	0
1	7200000	9200000	1p36.23	0.36	0.039	0.022	-0.073
3	138700000	142800000	3q23	0.082	-0.042	0.005	0.067
2	163700000	169700000	2q24.3	-0.485	-0.022	0.01	0.053
14	47200000	50900000	14q21.3	0.036	0.045	0.074	0.058
11	10700000	12700000	11p15.3	0.063	-0.061	-0.044	-0.129
6	164500000	171115067	6q27	-0.042	0.00800000000000001	-0.164	-0.00800000000000001
2	83300000	90500000	2p11.2	-0.041	0.023	0.01	-0.03
6	7100000	10600000	6p24.3	0.046	0.008	0.149	-0.082
13	79000000	87700000	13q31.1	-0.459	-0.02	-0.033	0.127
10	61200000	64500000	10q21.2	0.162	-0.029	-0.055	-0.025
1	107200000	111800000	1p13.3	-0.0959846153846154	0.039	0.02	0
5	92300000	98200000	5q15	0.0910000000000001	0.0110645161290323	-0.025	-0.001
2	30000000	32100000	2p23.1	-0.041	0.023	0.01	-0.014
1	111800000	116100000	1p13.2	0.084	0.039	0.02	0
8	119200000	122500000	8q24.12	0	0.001	-0.001	0.023
3	123800000	125800000	3q21.2	0.082	-0.042	-0.046	0.067
3	159000000	160700000	3q25.33	0.082	0.015	0.005	0.067
6	63400000	70000000	6q12	-0.012	0.008	-0.004	0.006
7	132600000	138200000	7q33	0.041	-0.007	-0.006	0.012
12	56600000	58100000	12q13.3	-0.418	0.0255714285714286	0.199196428571428	0.033
5	15000000	18400000	5p15.1	0.196	-0.016	-0.025	-0.029
3	113500000	117300000	3q13.31	0.082	-0.044	-0.046	0.067
12	129300000	133851895	12q24.33	-0.341	0.035	0.025	-0.076
9	81100000	84100000	9q21.31	0.126	-0.046	0.019	-0.03
1	150300000	155000000	1q21.3	0.257396226415095	0.044754716981132	0.011	0
14	37800000	43500000	14q21.1	0.036	0.045	0.074	0.058
2	191900000	197400000	2q32.3	-0.485	-0.011	0.01	0.053
1	94700000	99700000	1p21.3	-0.037	0.039	0.02	0
1	227000000	230700000	1q42.13	-0.0191315789473684	-0.027	0.011	0.0401052631578947
3	63700000	69800000	3p14.1	0.082	-0.044	-0.046	0.025
6	93100000	99500000	6q16.1	-0.042	0.008	-0.004	0.143
11	63400000	65900000	11q13.1	0.129785714285714	0.0830000000000001	0.021	-0.0960000000000001
15	28100000	30300000	15q13.1	-0.387	0.01	-0.051	-0.047
19	45200000	48000000	19q13.32	-0.636000000000001	0.153	0.331304761904762	-0.342476190476191
13	25500000	27800000	13q12.13	-0.270666666666667	-0.026	-0.051	0.13
4	44600000	48200000	4p12	-0.585	-0.01	-0.04	0.084
2	0	4400000	2p25.3	-0.041	0.023	0.01	-0.014
2	4400000	7100000	2p25.2	-0.041	0.023	0.01	-0.014
12	67700000	71500000	12q15	-0.625	0.035	-0.051	0.033
3	69800000	74200000	3p13	0.082	-0.044	-0.046	0.025
3	107900000	111300000	3q13.13	0.082	-0.044	-0.046	0.067
8	38300000	39700000	8p11.22	0.158	0.013	-0.001	0.023
2	189400000	191900000	2q32.2	-0.485	-0.011	0.01	0.053
10	12200000	17300000	10p13	0.162	-0.029	-0.055	0.053
15	59300000	63700000	15q22.2	-0.705	0.05	0.057	0.0783846153846154
1	28000000	30200000	1p35.3	0.161	0.039	0.071	-0.073
12	27800000	30700000	12p11.22	-0.696	-0.046	-0.042	0.033
11	97200000	102100000	11q22.1	-0.11	-0.05	0.021	-0.096
9	38400000	41000000	9p13.1	0.126	-0.046	0.019	-0.037
7	104500000	107400000	7q22.3	0.041	-0.007	-0.006	0.012
2	221500000	225200000	2q36.1	-0.311	0.01	-0.018	0.053
20	49800000	55000000	20q13.2	0.551	0	0.002	-0.066
15	33600000	40100000	15q14	-0.579051282051282	0.01	0.0910000000000001	-0.047
1	172900000	176000000	1q25.1	0.069	-0.027	0.011	0
12	14800000	20000000	12p12.3	-0.696	-0.046	-0.042	0.033
3	26400000	30900000	3p24.1	0.007	-0.0714545454545455	-0.004	-0.074
8	131500000	136400000	8q24.22	0	-0.042	-0.001	-0.226
13	62300000	65700000	13q21.31	-0.459	-0.02	-0.033	0.127
8	45600000	48100000	8q11.1	0.158	0.013	-0.001	0.023
12	21300000	26500000	12p12.1	-0.696	-0.046	-0.042	0.033
20	17900000	21300000	20p11.23	0.016	0	0.002	-0.06
7	72200000	77500000	7q11.23	0.077	0.055	0.0720000000000001	-0.004
11	110400000	112500000	11q23.1	0.023	-0.05	0.021	-0.052
9	111300000	114900000	9q31.3	0.126	0.136272727272727	0.023	0.132363636363636
14	54100000	55500000	14q22.2	0.036	0.045	0.074	0.058
2	32100000	36600000	2p22.3	-0.041	0.023	0.01	0.246666666666667
2	106000000	107500000	2q12.2	0.007	-0.0434285714285714	0.01	-0.03
14	89800000	91900000	14q32.11	0.226	0.045	0	-0.01
5	33800000	38400000	5p13.2	0.196	0.0479375	-0.025	0.05759375
3	52300000	54400000	3p21.1	0.474307692307693	-0.005	-0.046	-0.074
1	185800000	190800000	1q31.1	-0.103	-0.027	0.011	0
1	120600000	121500000	1p11.2	0.084	0.039	0.02	0
16	79200000	81700000	16q23.2	-0.298	0.08	0.04	-0.082
2	183000000	189400000	2q32.1	-0.485	-0.011	0.01	0.053
10	74900000	77700000	10q22.2	0.162	-0.007	0.056	-0.068
15	72700000	75200000	15q24.1	-0.527	0.05	0.035	-0.029
1	44100000	46800000	1p34.1	0.161	0.039	0.02	-0.073
13	28900000	32200000	13q12.3	-0.5495625	-0.026	0.214	0.13
7	86400000	88200000	7q21.12	0.077	0.055	0.072	-0.004
